en,fr,it,de,es,ko,kana
[~0],[~0],[~0],[~0],[~0],[~0],[~0]
"There is a large flower on Venusaur’s back. The flower is said to take on vivid colors if it gets plenty of nutrition and sunlight. The flower’s aroma soothes the emotions of people.","Une belle fleur se trouve sur le dos de Florizarre. Elle prend une couleur vive lorsqu’elle est bien nourrie et bien ensoleillée. Le parfum de cette fleur peut apaiser les gens.","C’è un grande fiore sulla schiena di Venusaur. Si dice che i colori diventino più vividi con il giusto nutrimento e i raggi solari. Il suo profumo calma le reazioni emotive delle persone.","Bisaflor hat eine Blume auf seinem Rücken. Wenn sie viel Nahrung und Sonne aufnimmt, verfärbt sie sich bunt. Der Duft der Blume mildert die Emotionen der Menschen.","Venusaur tiene una flor enorme en el lomo que, según parece, adquiere unos colores muy vivos si está bien nutrido y le da mucho el sol. El aroma delicado de la flor tiene un efecto relajante en el ánimo de las personas.","충분한 영양분과 태양의 빛이 꽃의 색을 선명하게 만든다고 한다. 꽃의 향기는 사람의 마음을 치유한다.","じゅうぶんな　えいようと　たいようの　ひかりが はなの　いろを　あざやかに　すると　いわれる。 はなの　かおりは　ひとの　こころを　いやす。"
"Charizard flies around the sky in search of powerful opponents. It breathes fire of such great heat that it melts anything. However, it never turns its fiery breath on any opponent weaker than itself.","Dracaufeu parcourt les cieux pour trouver des adversaires à sa mesure. Il crache de puissantes flammes capables de faire fondre n’importe quoi. Mais il ne dirige jamais son souffle destructeur vers un ennemi plus faible.","Charizard solca i cieli in cerca di nemici molto forti. Riesce a emettere fiammate di un calore tale da fondere ogni cosa. Tuttavia, non rivolge mai le sue micidiali lingue di fuoco contro avversari più deboli di lui.","Glurak fliegt durch die Lüfte, um starke Gegner aufzuspüren. Sein heißer Feueratem bringt alles zum Schmelzen. Aber es richtet seinen Feueratem nie auf schwächere Gegner.","Charizard se dedica a volar por los cielos en busca de oponentes fuertes. Echa fuego por la boca y es capaz de derretir cualquier cosa. No obstante, si su rival es más débil que él, no usará este ataque.","강한 상대를 찾아 하늘을 날아다닌다. 무엇이든 다 녹여버리는 고열의 불꽃을 자신보다 약한 자에게 들이대지 않는다.","つよい　あいてを　もとめて　そらを　とびまわる。 なんでも　とかして　しまう　こうねつの　ほのおを じぶんより　よわいものに　むけることは　しない。"
"Charizard flies around the sky in search of powerful opponents. It breathes fire of such great heat that it melts anything. However, it never turns its fiery breath on any opponent weaker than itself.","Dracaufeu parcourt les cieux pour trouver des adversaires à sa mesure. Il crache de puissantes flammes capables de faire fondre n’importe quoi. Mais il ne dirige jamais son souffle destructeur vers un ennemi plus faible.","Charizard solca i cieli in cerca di nemici molto forti. Riesce a emettere fiammate di un calore tale da fondere ogni cosa. Tuttavia, non rivolge mai le sue micidiali lingue di fuoco contro avversari più deboli di lui.","Glurak fliegt durch die Lüfte, um starke Gegner aufzuspüren. Sein heißer Feueratem bringt alles zum Schmelzen. Aber es richtet seinen Feueratem nie auf schwächere Gegner.","Charizard se dedica a volar por los cielos en busca de oponentes fuertes. Echa fuego por la boca y es capaz de derretir cualquier cosa. No obstante, si su rival es más débil que él, no usará este ataque.","강한 상대를 찾아 하늘을 날아다닌다. 무엇이든 다 녹여버리는 고열의 불꽃을 자신보다 약한 자에게 들이대지 않는다.","つよい　あいてを　もとめて　そらを　とびまわる。 なんでも　とかして　しまう　こうねつの　ほのおを じぶんより　よわいものに　むけることは　しない。"
"Blastoise has water spouts that protrude from its shell. The water spouts are very accurate. They can shoot bullets of water with enough accuracy to strike empty cans from a distance of over 160 feet.","Tortank dispose de canons à eau émergeant de sa carapace. Ils sont très précis et peuvent envoyer des balles d’eau capables de faire mouche sur une cible située à plus de 50 m.","Blastoise è dotato di cannoni ad acqua che fuoriescono dalla corazza. I getti emessi sono così precisi da riuscire a colpire un bersaglio a una distanza di 50 m.","Turtok besitzt Wasserdüsen, die aus seinem Panzer herausragen. Diese sind sehr präzise. Es kann Wassergeschosse so genau verschießen, dass es damit aus fast 50 m leere Dosen trifft.","Blastoise lanza chorros de agua con gran precisión por los tubos que le salen del caparazón que tiene en la espalda. Puede disparar chorros de agua con tanta puntería que no fallaría al tirar contra una lata pequeña a 50 m.","등껍질의 분사구로 하는 조준은 정확하다. 물 탄환으로 50m 떨어진 빈 캔을 명중시킬 수 있다.","こうらの　ふんしゃこうの　ねらいは　せいかく。 みずの　だんがんを　５０メートル　はなれた あきかんに　めいちゅうさせる　ことが　できるぞ。"
"Beedrill is extremely territorial. No one should ever approach its nest—this is for their own safety. If angered, they will attack in a furious swarm.","Dardargnan est extrêmement possessif. Il vaut mieux ne pas toucher son nid si on veut éviter d’avoir des ennuis. Lorsqu’ils sont en colère, ces Pokémon attaquent en masse.","Beedrill difende strenuamente il proprio territorio. Per ragioni di sicurezza nessuno può avvicinarsi al suo nido. Se vengono disturbati, questi Pokémon attaccano violentemente in sciami.","Bibor sind sehr wehrhaft. Es sollte sich besser niemand ihrem Nest nähern. Wenn man sie ärgert, greifen sie in Schwärmen an.","Los Beedrill defienden su territorio a toda costa. No es conveniente acercarse a su colmena, por seguridad. Si se les molesta, todo un enjambre atacará ferozmente.","영역에 대한 집착이 매우 강해서 독침붕이 사는 곳에는 가까이 가지 않는 것이 신상에 좋다. 화나면 집단으로 습격해 온다.","なわばりいしきが　とても　つよいので　スピアーの すみかには　ちかづかない　ほうが　みの　ためだ。 おこると　しゅうだんで　おそって　くるぞ。"
"This Pokémon has a dazzling plumage of beautifully glossy feathers. Many Trainers are captivated by the striking beauty of the feathers on its head, compelling them to choose Pidgeot as their Pokémon.","Ce Pokémon est doté d’un plumage magnifique et luisant. Bien des Dresseurs sont captivés par la beauté fatale de sa huppe et décident de choisir Roucarnage comme leur Pokémon favori.","Questo Pokémon è caratterizzato da uno stupendo piumaggio dai colori vivaci e brillanti. Molti Allenatori sono colpiti dall’evidente bellezza delle piume sulla testa. Per questo spesso scelgono Pidgeot come loro Pokémon.","Dieses Pokémon hat ein wunderschönes, glänzendes Gefieder. Viele Trainer sind von der auffälligen Schönheit seines Federkleids begeistert, sodass sie Tauboss als ihr Pokémon wählen.","El plumaje de este Pokémon es bonito e hipnótico. Muchos Entrenadores se quedan embobados ante la belleza impactante de las plumas que tiene en la cabeza; lo que les lleva a elegir a Pidgeot como su Pokémon.","아름답게 윤이 나는 깃털을 가진 포켓몬이다. 머리 깃털의 아름다움에 마음을 빼앗겨 피죤투를 기르는 트레이너도 많다.","うつくしい　こうたくの　はねを　もつ　ポケモン。 あたまの　はねの　うつくしさに　こころ　うばわれ ピジョットを　そだてる　トレーナーも　おおい。"
"Its incisors grow continuously throughout its life. If its incisors get too long, this Pokémon becomes unable to eat, and it starves to death.","Ses incisives poussent tout au long de sa vie. Si elles dépassent une certaine longueur, il ne peut plus s’alimenter et meurt de faim.","I suoi incisivi continuano a crescere per tutta la vita. Se si allungano troppo, non riesce più a nutrirsi e muore di fame.","Seine Nagezähne wachsen sein ganzes Leben über. Werden sie allzu lang, kann es damit nicht mehr fressen und verhungert.","Sus incisivos crecen durante toda su vida. Si aumentan demasiado de tamaño, no puede alimentarse y muere de inanición.","평생 앞니가 계속 자란다. 너무 많이 자라면 먹이를 먹을 수 없어 굶어 죽는다.","いっしょう　まえばが　のびつづける。 あまりに　のびすぎると　エサが たべられなくなって　がし　する。"
"People say that it fled from its enemies by using its small webbed hind feet to swim from island to island in Alola.","Les petites palmes de ses pattes postérieures lui permettraient de se rendre d’île en île à la nage afin d’échapper à ses prédateurs.","Si dice che sia sfuggito ai nemici nuotando da un’isola all’altra grazie alle minuscole membrane tra le dita delle zampe posteriori.","Auf der Flucht vor seinen Feinden nutzt es die Schwimmhäute an seinen Hinterläufen, um von Insel zu Insel zu schwimmen.","Las pequeñas membranas que tiene en las patas traseras le permiten nadar entre las islas de Alola y escapar así de sus depredadores.","뒷발의 작의 물갈퀴로 바다를 헤엄쳐 섬을 건너 적을 피해 도망쳤다고 한다.","うしろあしの　ちいさい　みずかきで うみを　およいで　しまを　わたり てきから　にげていた　という。"
"Its nature is to store up electricity. Forests where nests of Pikachu live are dangerous, since the trees are so often struck by lightning.","Son corps peut accumuler de l’électricité. Les forêts abritant des groupes de Pikachu sont d’ailleurs souvent frappées par la foudre.","Accumula naturalmente elettricità. I boschi popolati da gruppi di Pikachu sono pericolosi perché continuamente colpiti dai fulmini.","Es liegt in seiner Natur, konstant Elektrizität zu speichern. Die Wälder, in denen Pikachu leben, bergen stets die Gefahr eines Blitzgewitters.","Acumulan electricidad de forma natural. Los bosques donde habitan en grupos están en peligro constante de ser alcanzados por rayos.","전기를 모으는 성질을 띠고 있다. 피카츄가 무리 지어 사는 숲은 낙뢰가 끊이지 않아 위험하다.","でんきを　ためこむ　せいしつ。 ピカチュウが　むれて　くらす　もりは らくらいが　たえず　キケンだ。"
